context,from,to,weight
brain-awareness-week-2018,snapsynapse,margiemeacham,1
mnd-awareness-month-2018,hamertonian,Vicky_100K4MNDA,1
cervical-cancer-prevention-week-2018,amberpharmacy,CDC_Cancer,1
national-dementia-carers-2018,mlmanley1,alzheimerssoc,2
no-smoking-day-2018,nhsenglandmide,myvisionmatters,1
national-dementia-carers-2018,sharon_ceocvst,NEECCG,1
ocd-awareness-week-2018,grimebones,lwbean,1
carers-week-2018,itsjaneyb,mndassoc,1
stress-awareness-day,pjniska,TerriIrwin,1
mental-health-awareness-week-2018,mickylisondra,JamesMelville,1
rare-disease-day-2018,tduffs,CHOPFetalCenter,1
no-smoking-day-2018,mciverclaire,HealthySoT,1
cervical-cancer-prevention-week-2018,nutleyrelay,AmericanCancer,1
nutrition-and-hydration-week-2018,agnes_houston,DerbyUrgentCare,1
brain-awareness-week-2018,lateralmag,Educated_Change,1
16-days-of-action-2018,nirwind,saraloal,1
carers-week-2018,lil2380,c_oreilly,1
stress-awareness-day,abez_hussain,williamp7,1
epilepsy-awareness-purple-day-2018,pgoldsmithjones,BardishKW,1
eating-disorder-awareness-week-2018,sllawson66,normanlamb,1
elf-day,kirstymitch1988,rdash_nhs,1
national-dementia-carers-2018,windwaker75,SamBradley40,1
jeans-for-genes-day,tabsterw8,BlancheNevile,1
brain-awareness-week-2018,scienceguy66,JBaker31826004,1
16-days-of-action-2018,silvertetron,KentPage,1
mnd-awareness-month-2018,otbarbs,NickGoldup1,1
mnd-awareness-month-2018,debbie_dipsydoo,MNDAEastSussex,1
ocd-awareness-week-2018,drjennyyip,PureODoesntShow,1
stress-awareness-day,lottie_newitt,The_RHS,1
dementia-action-week-2018,otbcnmtd,HollyNAlzUK,1
epilepsy-awareness-purple-day-2018,natsqueaks,chasingmiles,1
elf-day,ukcharitytues,AWPNHS,1
experience-of-care-week-2018,jeremymosher2,uicfmr,1
brain-awareness-week-2018,windwardtti,Windward_School,1
elf-day,bckuk,OSJCT,1
experience-of-care-week-2018,simonwe65482771,Herrings18,1
elf-day,safe_contractor,envireauteam,1
wear-purple-for-jia-2018,cuninghamlynn,harryt68,1
wear-purple-for-jia-2018,joneyi1,Ed_Miliband,1
epilepsy-awareness-purple-day-2018,adriano_maria,minsaude,1
cervical-cancer-prevention-week-2018,nih_orwh,NCICancerStats,1
16-days-of-action-2018,everydayprevent,Safer_Lives,1
brain-injury-week-2018,elleisa4,HeadwayUK,1
no-smoking-day-2018,roseobyrne3,NPA1921,1
dementia-action-week-2018,eastpointcare2,Runwood_Homes,1
carers-week-2018,suedewhirst1,EustacedeSousa,1
wear-purple-for-jia-2018,dwbridge1,CapsieNair,1
stress-awareness-day,chris1989jean,DogsTrust,1
wear-purple-for-jia-2018,kesar_mann,Ed_Miliband,1
epilepsy-awareness-purple-day-2018,rebelspeducator,EFNENY,1
jeans-for-genes-day,lisaob98,ShakailaElise,1
dry-january-2018,rtlikewin,DrinkTg,1
nutrition-and-hydration-week-2018,mynameisandyj,mbaker35,1
ovarian-cancer-awareness-month-2018,robinscohen,Hope4Heather,1
dementia-action-week-2018,gsfbay,diannesmith65,1
brain-awareness-week-2018,hopkinsneuro,JHUBME,1
rare-disease-day-2018,alexandrou56,ChelseaClinton,1
mental-health-awareness-week-2018,elikoala_96,JamesMelville,1
carers-week-2018,valewinauthor,childrensociety,1
mental-health-awareness-week-2018,cannonballread,ellen_cicconi,1
time-to-talk-day-2018,eef5sos,TimetoChange,1
time-to-talk-day-2018,docstott,GoTeamMH,1
experience-of-care-week-2018,nobismhealth,sasanof,1
mental-health-awareness-week-2018,blackmxxnjb,JamesMelville,1
elf-day,markbradbury16,thesovrangroup,1
ocd-awareness-week-2018,hoodiemeerkat,lwbean,1
mnd-awareness-month-2018,mndscotland,alex_morty,1
time-to-talk-day-2018,mclaren_history,McLarenHSPE,1
mental-health-awareness-week-2018,kami_villarreal,LiverpoolFeds,1
brain-injury-week-2018,henry_woodcock,DarlingtonBS,1
carers-week-2018,feylynlewis,childrensociety,1
ocd-awareness-week-2018,nihiliaxiv,lwbean,1
nutrition-and-hydration-week-2018,alesterowen,jogarzoni,1
mens-health-week-2018,orlamcdermott,killianbyrne,1
brain-awareness-week-2018,jaydenswiz,brianmaycom,1
national-dementia-carers-2018,gracecordovano,CareQualityComm,1
cervical-cancer-prevention-week-2018,britnancy,Roche,1
stress-awareness-day,copronorfolk,MindCharity,1
carers-week-2018,johnwalsh88,Familywork123,1
rare-disease-day-2018,vanessae_king,JMaraganore,1
elf-day,succhi86,crystallegal,1
eating-disorder-awareness-week-2018,anneenhs,Marc_Bush,1
stress-awareness-day,oxanasummers,Kabbalahinfo,1
mens-health-week-2018,sunshineemz,HSELive,1
jeans-for-genes-day,lottieclayton13,ChorleyBS,1
no-smoking-day-2018,sharonwecch,SmokfreeNorfolk,1
mnd-awareness-month-2018,sharontiday,MNDeventsPlym,2
jeans-for-genes-day,harry1994photos,MrsAnneTwist,1
epilepsy-awareness-purple-day-2018,lgretzky,OntarioNDP,1
brain-awareness-week-2018,psychferry_msc,Psych_Review,4
wear-purple-for-jia-2018,harryt68,JIA_NRAS,2
ocd-awareness-week-2018,kaz1702,PositivePage_,1
ovarian-cancer-awareness-month-2018,emmabakeritv,FelicityBarrTV,1
time-to-talk-day-2018,lisahauser8,The_UnSilent_,1
brain-injury-week-2018,wafefc,cbitlisa,1
national-dyslexia-week-2018,complementcogs,Cambridge_DRC,1
national-dyslexia-week-2018,tjamesness,TheLifeDyslexic,1
nutrition-and-hydration-week-2018,mynameisandyj,MilaEstevam1,1
eating-disorder-awareness-week-2018,headstartkernow,CORCcentral,1
brain-awareness-week-2018,saralynes1,connor_lynes,1
epilepsy-awareness-purple-day-2018,janusgoneawry,MasterJediMara,1
eating-disorder-awareness-week-2018,bechdeltheatre,StegosaurusPlay,1
brain-injury-week-2018,lblawcop,Headwayshrop,1
eating-disorder-awareness-week-2018,lizmonaghan5,YoungMindsUK,1
mens-health-week-2018,slicetoon,aimsonhealth,1
epilepsy-awareness-purple-day-2018,agriconsult,MichaelFitzOCSB,1
experience-of-care-week-2018,txorthopedic,HCAhealthcare,1
ovarian-cancer-awareness-month-2018,swbccg,SWBCCG,1
mens-health-week-2018,sullivanmonty,HealthCareVoter,1
national-dyslexia-week-2018,fraancesd,LetchfordLois,1
mental-health-awareness-week-2018,haigl,JamesMelville,1
elf-day,gwentpolice,GPCISDavies,1
wear-purple-for-jia-2018,thewoodstar1,Ed_Miliband,1
nutrition-and-hydration-week-2018,rbiltcliffe,kazsan77,1
eating-disorder-awareness-week-2018,jonsalmon,HopeVirgo,1
ovarian-cancer-awareness-month-2018,alibunkallsky,FelicityBarrTV,1
elf-day,sandyhcisd,JulieMarieG06,1
carers-week-2018,lesleyhagger,NorthantsCarers,1
stress-awareness-day,baznut,MikeStuchbery_,1
cervical-cancer-prevention-week-2018,eveninginparisi,robmusic_,1
mental-health-awareness-week-2018,johnwrightld,JamesMelville,1
eating-disorder-awareness-week-2018,veritihealth,YoungMindsUK,1
ovarian-cancer-awareness-month-2018,kaslipharmacy,WarksNorthCCG,1
jeans-for-genes-day,amusedann,MrsAnneTwist,1
jeans-for-genes-day,igm_ncl,jwmdrc,1
experience-of-care-week-2018,qhp8015,HCAhealthcare,1
mental-health-awareness-week-2018,smortonthd,JamesMelville,1
nutrition-and-hydration-week-2018,lthtdietetics,LeedsHospitals,1
national-dyslexia-week-2018,morsejoann,1066beth0,1
dementia-action-week-2018,kingstonhospnhs,KHFTCharity,1
ocd-awareness-week-2018,lizziecharlton,lwbean,1
national-dementia-carers-2018,lanchestervill,alzheimerssoc,1
mental-health-awareness-week-2018,d_tonartscafe,JamesMelville,1
nutrition-and-hydration-week-2018,steve_vessey,SpringfieldBFD,1
eating-disorder-awareness-week-2018,justjen1915,jamesldowns,1
wear-purple-for-jia-2018,ismartresearch,JIA_NRAS,2
mnd-awareness-month-2018,crescent_cakes,Vicky_100K4MNDA,1
carers-week-2018,redemsong,Musicastherapy,1
national-dementia-carers-2018,halesworthcfund,alzheimerssoc,1
cervical-cancer-prevention-week-2018,lmacklin_im,samyarwood89,1
national-dementia-carers-2018,chrisaruffell,alzheimerssoc,1
epilepsy-awareness-purple-day-2018,fabulous1965,gblagden,1
stress-awareness-day,waahteam,mentalhealth,1
16-days-of-action-2018,janicem64038011,phumzileunwomen,1
dementia-action-week-2018,paulfox109,CNCHinkleyPoint,1
brain-injury-week-2018,harrietbrooks89,1ChanceryLane,1
rare-disease-day-2018,sngitau,RVAwonk,1
eating-disorder-awareness-week-2018,heartsetonlivin,KittyCormack,1
rare-disease-day-2018,perrybullock,MelissaTweets,1
national-dyslexia-week-2018,exceptional_ind,UnLtd,1
mens-health-week-2018,dsnmerpol,mentalhealth,1
time-to-talk-day-2018,musical_ih,ROrchestra,1
no-smoking-day-2018,chrick81,cooperspharmacy,1
experience-of-care-week-2018,julie_rish,Kowalski2086,1
national-dyslexia-week-2018,tiassl,tes,1
dry-january-2018,bigdc76,ChocTradingCo,1
mens-health-week-2018,nps_beb,mentalhealth,1
ovarian-cancer-awareness-month-2018,meditationszn,BethFratesMD,1
mental-health-awareness-week-2018,_therealsiul,ladygaga,1
stress-awareness-day,merrydale_plw,heads_together,1
eating-disorder-awareness-week-2018,jude_est82,damiansmith85,1
brain-injury-week-2018,cambraincns,NeuroConvention,1
dementia-action-week-2018,sinisterkid16,CWAMusselburgh,1
mental-health-awareness-week-2018,snavenai,TechnicallyRon,1
mental-health-awareness-week-2018,menchimenagerie,JamesMelville,1
dry-january-2018,kentpaul36,ChocTradingCo,1
ovarian-cancer-awareness-month-2018,fitfabfunmeals,christystucker,1
no-smoking-day-2018,elmbridge_rl,HealthySurrey,1
elf-day,pottingsdesigns,actionforme,1
rare-disease-day-2018,onlymorse,PHAtoronto,1
dementia-action-week-2018,ronaldamanze,bethyb1886,1
16-days-of-action-2018,elisa_rose2,SocialIssp,1
national-dyslexia-week-2018,livinginhope,DiverseLearners,1
time-to-talk-day-2018,moragbck260,2020Comms,1
rare-disease-day-2018,a2astories,thesickchicks,1
mental-health-awareness-week-2018,emilyroseon,JamesMelville,1
national-dementia-carers-2018,bubblynas,alzheimerssoc,1
carers-week-2018,valturner11,MensHealthForum,1
jeans-for-genes-day,irishoran__,MrsAnneTwist,1
wear-purple-for-jia-2018,angelaespinosa5,NRAS_UK,1
cervical-cancer-prevention-week-2018,insure_ga,HHS_ASH,1
national-dementia-carers-2018,costless2016,alzheimerssoc,2
national-dyslexia-week-2018,jstjohnmatthews,NHSuk,1
wear-purple-for-jia-2018,cheralynbeeston,walloyd,1
ocd-awareness-week-2018,beschmeelzebub,lwbean,1
rare-disease-day-2018,maxinepatterson,RonnyAllan1,3
brain-injury-week-2018,peterrobinson86,ColesMillerLLP,1
dementia-action-week-2018,hammell_ann,DWP,1
stress-awareness-day,jcoggerharwood,heads_together,1
nutrition-and-hydration-week-2018,mynameisandyj,EarleyTracy,7
16-days-of-action-2018,earlgrey39_lisa,safelives_,1
cervical-cancer-prevention-week-2018,crhc51632,CDCChronic,1
16-days-of-action-2018,solutions777,UN_Women,1
jeans-for-genes-day,celewells,MrsAnneTwist,1
national-dyslexia-week-2018,mag_worden,DyslexiaAssist,1
cervical-cancer-prevention-week-2018,prescancerpanel,CDC_Cancer,1
wear-purple-for-jia-2018,nras_uk,Ed_Miliband,1
brain-injury-week-2018,cbituk,1ChanceryLane,1
16-days-of-action-2018,jennygeebee,lynseyjfenners,1
eating-disorder-awareness-week-2018,premierscfc,DSUtweets,1
elf-day,brewbearuk,BrewBearUK,2
national-dyslexia-week-2018,b_digifab,Jisc,1
jeans-for-genes-day,zxuisnoise,MrsAnneTwist,1
stress-awareness-day,indy_sandhu1,BarefootCoaches,1
dementia-action-week-2018,aluthiger,BorisJohnson,1
dementia-action-week-2018,xxhayley82xx,ethelshortfilm,1
experience-of-care-week-2018,staceyerand,CarersUK,1
stress-awareness-day,italoperazzoli,readingagency,1
dementia-action-week-2018,whatktdoes_now,ExeterMed,1
carers-week-2018,kgditcham,YoungScot,1
epilepsy-awareness-purple-day-2018,nwparsons,Studiothink,1
cervical-cancer-prevention-week-2018,cervicalscreen1,samyarwood89,1
brain-injury-week-2018,stevedavid845,SjMasters1,1
national-dyslexia-week-2018,ysjphysio,Jisc,1
ocd-awareness-week-2018,spibby,lwbean,1
carers-week-2018,purehomecare,NHSEngland,1
brain-awareness-week-2018,heidi_moss,theNASciences,1
time-to-talk-day-2018,carpe_diem_5408,FreshPlusGroup,1
mental-health-awareness-week-2018,loganjstahl,JamesMelville,1
nutrition-and-hydration-week-2018,sweettreesgoodi,CarersUK,1
national-dementia-carers-2018,cluckingpalace,alzheimerssoc,1
epilepsy-awareness-purple-day-2018,bronxfanatic,MissJainaSolo,1
time-to-talk-day-2018,sterlingjoy94,pitcher_lise,1
epilepsy-awareness-purple-day-2018,kathysedon,cavs,1
ovarian-cancer-awareness-month-2018,fitnessintent,TamaraCamPhoto,1
rare-disease-day-2018,linda_marban,Capricor,1
experience-of-care-week-2018,brookefiona,LeanneWells63,1
elf-day,geoff_springer,jo_millar27,1
nutrition-and-hydration-week-2018,danielle_ewaw,MalnutritionTF,1
jeans-for-genes-day,faisalghulam93,VoiceOfIslamUK,2
eating-disorder-awareness-week-2018,scarl3tt_rose,allontheboard,1
ovarian-cancer-awareness-month-2018,sooanne,NHSEngland,1
experience-of-care-week-2018,annjamesnhs,clairejukesy,1
mnd-awareness-month-2018,juleswall1,boltonhospice,1
mens-health-week-2018,_kim_12345,HealthCareVoter,1
national-dyslexia-week-2018,laura_pettifar,NHSuk,1
eating-disorder-awareness-week-2018,aneartohearhlb,AlexCarlingTTS,1
national-dementia-carers-2018,suenewse99,CareQualityComm,1
wear-purple-for-jia-2018,ammegandchips,Ed_Miliband,1
mnd-awareness-month-2018,mattpayne22,Mrtompayne,1
mens-health-week-2018,penash68,cygnethealth,1
ocd-awareness-week-2018,eleanorrose2016,OCDYouth,1
mens-health-week-2018,russellearnshaw,Mick_Finnegan,1
national-dementia-carers-2018,colesmillerllp,alzheimerssoc,1
16-days-of-action-2018,kentbuse,ETCrone,1
epilepsy-awareness-purple-day-2018,manzanomyrna,MaiDenFan619,1
16-days-of-action-2018,sirbeast1269,AmiEsdeStella,1
cervical-cancer-prevention-week-2018,amercancerfund,MayoCancerCare,1
mens-health-week-2018,dslodolce,TheFHFoundation,1
16-days-of-action-2018,gestoressas,CanadaDev,1
time-to-talk-day-2018,reed_enfield,MayorofLondon,1
eating-disorder-awareness-week-2018,marinarae5805,YoungMindsUK,1
wear-purple-for-jia-2018,woodsvan4,Ed_Miliband,1
cervical-cancer-prevention-week-2018,jesslewis85,MrsPandP,1
16-days-of-action-2018,becauseimamanzw,UNFPA_Zimbabwe,2
mens-health-week-2018,roscounselling,MensSpace,1
ovarian-cancer-awareness-month-2018,allisonf70,NHSEngland,1
16-days-of-action-2018,fatherbob,dvrcv,1
brain-injury-week-2018,acrt_homerton,HeadwayUK,1
national-dementia-carers-2018,sharonvilla7,irishinbritain,1
brain-injury-week-2018,travelinjurylaw,HeadwayUK,1
mental-health-awareness-week-2018,queenofnerdvana,mh_fightx,1
elf-day,palmyraschools,LingleAveElem,1
mental-health-awareness-week-2018,awkwardmermaid1,JamesMelville,1
elf-day,arundhati222,PCsDRAG0N,1
stress-awareness-day,wales14,TerriIrwin,1
brain-awareness-week-2018,sphealthmktg,IllinoisBiotech,1
dry-january-2018,geebeeblue12,kategarraway,1
brain-awareness-week-2018,inassaprogram,IDRC_CRDI,1
nutrition-and-hydration-week-2018,gavinuhdb,UHDBTrust,1
carers-week-2018,benjaminpmoore,benjaminpmoore,1
carers-week-2018,waterworxuk,WomensInstitute,1
national-dementia-carers-2018,madsleeqe,CareQualityComm,1
ocd-awareness-week-2018,lyrekscribbles,lwbean,1
carers-week-2018,shanthiniavorg,3SpiritUKNZ,1
jeans-for-genes-day,gjjapcamps306,CU_HumanBiosci,1
eating-disorder-awareness-week-2018,jacqsg1,normanlamb,1
elf-day,komalmakwana105,PCsDRAG0N,1
ovarian-cancer-awareness-month-2018,kvittozzi,FelicityBarrTV,1
ocd-awareness-week-2018,sotiroullaleon,staceylou_blog,1
brain-injury-week-2018,brazlaw,RWK_PersInjury,1
national-dementia-carers-2018,suecollins2,alzheimerssoc,1
national-dyslexia-week-2018,tolanahp,NHSuk,1
rare-disease-day-2018,kjseer,RVAwonk,1
cervical-cancer-prevention-week-2018,saboohalomari,RCObsGyn,1
16-days-of-action-2018,pippaliciousj,DevonCC,1
16-days-of-action-2018,silvertetron,SRSGVAC,1
mnd-awareness-month-2018,accessbuses,Vicky_100K4MNDA,1
mnd-awareness-month-2018,0_burrows,Helping_HandsUK,1
ovarian-cancer-awareness-month-2018,mysweetzepol,SBellasWays,1
ocd-awareness-week-2018,semilocon,lwbean,1
ocd-awareness-week-2018,ghostofthor,lwbean,1
brain-injury-week-2018,annejphotos,lzmddngs,1
nutrition-and-hydration-week-2018,hefteamsheff,Leicnut,1
jeans-for-genes-day,carmelcmclarnon,NISRA,1
wear-purple-for-jia-2018,kerryc1809,Ed_Miliband,1
ocd-awareness-week-2018,drdanpsych,reginegalanti,1
time-to-talk-day-2018,dinascintron,The_UnSilent_,1
elf-day,gbcareawards,Runwood_Homes,1
epilepsy-awareness-purple-day-2018,maca_bejarano10,gblagden,1
mnd-awareness-month-2018,ajdiveded,NickGoldup1,1
brain-injury-week-2018,bchneuroonc,CbitMidlands,1
national-dyslexia-week-2018,ysjtel,Jisc,1
national-dyslexia-week-2018,nelkylenak09,karenvaites,1
mens-health-week-2018,lungmd01,HealthCareVoter,1
mental-health-awareness-week-2018,jace_3740,JamesMelville,1
brain-awareness-week-2018,jimjohnsonsci,pknoepfler,1
national-dementia-carers-2018,lindacaine48,alzheimerssoc,1
jeans-for-genes-day,bmymstake,MrsAnneTwist,1
national-dementia-carers-2018,_michaelcrawley,DFHorsforth,1
elf-day,brigsteer12,Flaketweet,1
jeans-for-genes-day,zjmxangl,MrsAnneTwist,1
eating-disorder-awareness-week-2018,ruthkettle1,beatED,1
national-dementia-carers-2018,aggers_mrs,alzheimerssoc,1
national-dementia-carers-2018,mandarry,CareQualityComm,1
national-dementia-carers-2018,dfc_westmids,alzheimerssoc,1
time-to-talk-day-2018,poppysmission,PoPpYsMiSsiOn,1
mental-health-awareness-week-2018,creative_nobody,VoicelessAddict,1
brain-injury-week-2018,soulindivision2,IssaBlom,1
eating-disorder-awareness-week-2018,javionekenobi,BeatEDs,1
mental-health-awareness-week-2018,torresxandrea,JamesMelville,1
carers-week-2018,thepoemeruk,michaelshann1,1
ocd-awareness-week-2018,sotiroullaleon,TheOCDStories,1
epilepsy-awareness-purple-day-2018,infohmc55,Labiotech_eu,1
brain-awareness-week-2018,awilkie72,NeuroAlliance,1
epilepsy-awareness-purple-day-2018,ehu_cypf,MagicalStoryJar,1
ovarian-cancer-awareness-month-2018,suegray834,NHSEngland,1
ocd-awareness-week-2018,muuuria_,lwbean,1
elf-day,mariam_xxo,PCsDRAG0N,1
mnd-awareness-month-2018,1visionhealth,MNDAEastSussex,1
16-days-of-action-2018,bella_williams5,SocialIssp,1
cervical-cancer-prevention-week-2018,thedigitalgp,eveappeal,1
brain-injury-week-2018,mikekemplaw,CKellyLaw,1
epilepsy-awareness-purple-day-2018,hoarsesociety,GuildfordBard,1
16-days-of-action-2018,worcesterhour,ParentsVoiceWor,2
brain-awareness-week-2018,zakariamarsli,neuroscience,1
carers-week-2018,poetrysociety,CarersUK,1
16-days-of-action-2018,nerzachacon,CanEmbVenezuela,1
brain-awareness-week-2018,mason4233,createdhub,1
dry-january-2018,lauislucky,luscombedrinks,1
16-days-of-action-2018,ajisaineykah,TheJamaJack,1
mental-health-awareness-week-2018,clonepatronus,JamesMelville,1
experience-of-care-week-2018,tabmd09,uicfmr,1
rare-disease-day-2018,niksnook57,ChelseaClinton,1
ocd-awareness-week-2018,kyrie28519237,lwbean,1
jeans-for-genes-day,bakedsue,MrsAnneTwist,1
elf-day,ccms_psp,LingleAveElem,1
national-dyslexia-week-2018,devschsenco,thinkpix_suze,1
ocd-awareness-week-2018,tamsinmaru,OCDUK,1
nutrition-and-hydration-week-2018,jennidomandoman,NGHHammerson,1
brain-injury-week-2018,pauljsankey,EnableLaw,1
eating-disorder-awareness-week-2018,kkindredspiritt,YoungMindsUK,1
carers-week-2018,poetrysociety,michaelshann1,1
16-days-of-action-2018,julia_justin2,SocialIssp,1
rare-disease-day-2018,maqhubelakhaya,CatseyePest,1
ovarian-cancer-awareness-month-2018,eveappeal,ASTRAZENECAUK,1
eating-disorder-awareness-week-2018,smalley_d,normanlamb,1
national-dementia-carers-2018,tanyatanyamf,CVSTendring,1
carers-week-2018,mynameisandyj,hydrationlead,1
rare-disease-day-2018,sba1211,MelissaTweets,1
mental-health-awareness-week-2018,burpbbpy,JamesMelville,1
stress-awareness-day,socialistsuper,Skybluerick1,1
eating-disorder-awareness-week-2018,drsranote,normanlamb,1
mens-health-week-2018,hipollyti,mhall55nine,1
mental-health-awareness-week-2018,eastendersdyer,JessieWfan,1
jeans-for-genes-day,pbehrh,SmithMagenisUK,2
carers-week-2018,153aircadets,HarrowMVC,1
national-dyslexia-week-2018,nyreescott,Jisc,1
dementia-action-week-2018,ageukck,KirkleesMuseums,1
16-days-of-action-2018,chpvic,dvrcv,1
national-dementia-carers-2018,jackwarner16,DFHorsforth,1
stress-awareness-day,katdaz01,NHSuk,1
no-smoking-day-2018,claireinan,Quit_Newcastle,1
experience-of-care-week-2018,nobismhealth,bswhealth,1
carers-week-2018,steve4coffee,CarersTrust,1
eating-disorder-awareness-week-2018,_rebeccadunne,OneTinyTweet,1
ovarian-cancer-awareness-month-2018,bossbeliefs,BethFratesMD,1
dry-january-2018,juju_carbo,DrinkTg,2
jeans-for-genes-day,susanellis100,RachThomasLegal,2
national-dyslexia-week-2018,yinka2000,Jisc,1
16-days-of-action-2018,thefirstwives,SarahChampionMP,1
